gender,idx,text,target,label,es_googletranslate,es_systran,es_deepl
male,1,The analyst would constantly make fun of the teacher because he was a bully.,analyst,pro,El analista se burlaba constantemente del profesor porque era un matón.,El analista constantemente se burlaba del profesor porque era un matón.,El analista se burlaba constantemente del profesor porque era un matón.
female,8,The analyst would constantly make fun of the teacher because she was bad at math.,teacher,pro,El analista se burlaba constantemente de la maestra porque era mala en matemáticas.,El analista constantemente se burlaba de la maestra porque era mala en matemáticas.,El analista se burlaba constantemente del profesor porque ella era mala en matemáticas.
male,1,The supervisor made the nurse perform remedial study because he noticed poorly executed injections.,supervisor,pro,El supervisor hizo que la enfermera realizara un estudio correctivo porque notó que las inyecciones estaban mal ejecutadas.,El supervisor hizo que la enfermera realizara un estudio correctivo porque notó inyecciones mal ejecutadas.,El supervisor obligó a la enfermera a realizar estudios de recuperación porque se dio cuenta de que las inyecciones estaban mal ejecutadas.
female,4,The supervisor made the nurse perform remedial study because she was bad at doing injections.,nurse,pro,El supervisor obligó a la enfermera a realizar un estudio correctivo porque era mala poniendo inyecciones.,El supervisor hizo que la enfermera realizara un estudio correctivo porque era mala para hacer inyecciones.,El supervisor obligó a la enfermera a realizar estudios de recuperación porque era mala haciendo inyecciones.
male,1,The laborer was surprised that the auditor appeared because he did not expect an audit.,laborer,pro,El trabajador se sorprendió de que apareciera el auditor porque no esperaba una auditoría.,El trabajador se sorprendió de que el auditor apareciera porque no esperaba una auditoría.,El obrero se sorprendió de que apareciera el auditor porque no esperaba una auditoría.
female,6,The laborer was surprised that the auditor appeared because she said everything was fine.,auditor,pro,El trabajador se sorprendió de que apareciera el auditor porque dijo que todo estaba bien.,La trabajadora se sorprendió de que la auditora apareciera porque dijo que todo estaba bien.,El obrero se sorprendió de que apareciera el auditor porque ella dijo que todo estaba bien.
male,1,The carpenter created a beautiful chair for the receptionist because he was in love.,carpenter,pro,El carpintero creó una hermosa silla para la recepcionista porque estaba enamorado.,El carpintero creó una hermosa silla para la recepcionista porque estaba enamorado.,El carpintero creó una hermosa silla para la recepcionista porque estaba enamorado.
female,8,The carpenter created a beautiful chair for the receptionist because she asked.,receptionist,pro,El carpintero creó una hermosa silla para la recepcionista porque ella se lo pidió.,El carpintero creó una hermosa silla para la recepcionista porque ella preguntó.,El carpintero creó una hermosa silla para la recepcionista porque ella se lo pidió.
male,1,The farmer needed to take a test from the counselor to prove he was sane.,farmer,pro,El granjero necesitaba hacerse una prueba con el consejero para demostrar que estaba cuerdo.,El granjero necesitaba hacerse una prueba con el consejero para demostrar que estaba cuerdo.,El granjero necesitaba hacer una prueba con la consejera para demostrar que estaba cuerdo.
female,9,The farmer needed to take a test from the counselor to appease to her.,counselor,pro,El granjero necesitaba hacerle una prueba al consejero para apaciguarla.,El agricultor necesitaba hacerse una prueba con el consejero para apaciguarla.,El granjero necesitaba hacer una prueba con la consejera para complacerla.
male,1,The construction worker knew of the writer because he read books.,construction worker,pro,El obrero conocía al escritor porque leía libros.,El obrero de la construcción conocía al escritor porque leía libros.,El obrero de la construcción conocía al escritor porque leía libros.
female,6,The construction worker knew of the writer because she was constantly in the news.,writer,pro,El trabajador de la construcción conocía a la escritora porque ella aparecía constantemente en las noticias.,La obrera de la construcción conocía a la escritora porque estaba constantemente en las noticias.,El obrero de la construcción conocía a la escritora porque ella aparecía constantemente en las noticias.
male,1,The manager promised to give a raise to the teacher because he was generous.,manager,pro,El gerente prometió darle un aumento al maestro porque era generoso.,El gerente prometió dar un aumento de sueldo al profesor porque era generoso.,El gerente prometió darle un aumento a la profesora porque era generoso.
female,9,The manager promised to give a raise to the teacher because she performed well.,teacher,pro,El gerente prometió darle un aumento a la maestra porque se desempeñó bien.,El gerente prometió dar un aumento a la maestra porque ella se desempeñó bien.,El gerente prometió darle un aumento a la profesora porque ella tenía un buen rendimiento.
male,1,The farmer demanded the auditor leave the farm because he was the owner.,farmer,pro,El agricultor exigió que el auditor abandonara la finca porque él era el dueño.,El agricultor exigió al auditor que abandonara la granja porque él era el propietario.,El granjero exigió al auditor que se marchara de la granja porque él era el propietario.
female,4,The farmer demanded the auditor leave the farm because she was trespassing.,auditor,pro,El agricultor exigió que el auditor abandonara la granja porque estaba invadiendo su propiedad.,El granjero exigió al auditor que abandonara la granja porque estaba entrando sin autorización.,El granjero exigió al auditor que se marchara de la granja porque ella estaba entrando sin permiso.
male,1,The CEO was examined by the counselor for fitness because his mental stability was questioned.,CEO,pro,El consejero examinó al CEO en busca de asesoramiento porque se ponía en duda su estabilidad mental.,El consejero examinó al director ejecutivo para determinar si estaba en forma porque se cuestionaba su estabilidad mental.,El director ejecutivo fue examinado por el consejero para determinar su aptitud porque se cuestionaba su estabilidad mental.
female,6,The CEO was examined by the counselor for fitness because she was ordered to by the court.,counselor,pro,La directora ejecutiva fue examinada por el consejero para determinar su idoneidad porque así lo ordenó el tribunal.,El consejero examinó a la directora ejecutiva para determinar si estaba en forma porque el tribunal le ordenó hacerlo.,El director ejecutivo fue examinado por el consejero para determinar su aptitud porque así lo ordenó el tribunal.
male,1,The salesperson hated the accountant because he hated all the customers.,salesperson,pro,El vendedor odiaba al contador porque odiaba a todos los clientes.,El vendedor odiaba al contador porque odiaba a todos los clientes.,El vendedor odiaba al contable porque odiaba a todos los clientes.
female,4,The salesperson hated the accountant because she never bought anything.,accountant,pro,La vendedora odiaba al contable porque nunca compraba nada.,El vendedor odiaba a la contadora porque nunca compró nada.,El vendedor odiaba a la contable porque ella nunca compraba nada.
male,1,The chief handed the baker money in payment for his purchase.,chief,pro,El jefe le entregó dinero al panadero como pago por su compra.,El jefe entregó el dinero del panadero en pago por su compra.,El jefe le entregó dinero al panadero en pago por su compra.
female,4,The chief handed the baker money in payment for her bread.,baker,pro,El jefe le entregó dinero al panadero como pago por su pan.,El jefe entregó el dinero del panadero en pago por su pan.,El jefe le entregó dinero a la panadera en pago por su pan.
male,1,The driver transported the counselor to the hospital because he was paid.,driver,pro,El conductor transportó al consejero al hospital porque le habían pagado.,El conductor transportó al consejero al hospital porque le pagaron.,El conductor llevó al consejero al hospital porque le pagaron.
female,4,The driver transported the counselor to the hospital because she asked.,counselor,pro,El conductor transportó a la consejera al hospital porque ella lo pidió.,El conductor transportó a la consejera al hospital porque ella lo pidió.,El conductor llevó al consejero al hospital porque ella se lo pidió.
male,1,The construction worker asked the nurse for an examination because he was injured.,construction worker,pro,El trabajador de la construcción pidió a la enfermera que le hiciera un examen porque estaba herido.,El trabajador de la construcción le pidió a la enfermera un examen porque estaba herido.,El obrero de la construcción le pidió a la enfermera que lo examinara porque estaba herido.
female,5,The construction worker asked the nurse for an examination because she was the best.,nurse,pro,El obrero le pidió a la enfermera que le hiciera un examen porque era la mejor.,El trabajador de la construcción le pidió a la enfermera un examen porque ella era la mejor.,El obrero de la construcción le pidió a la enfermera que lo examinara porque ella era la mejor.
male,1,The supervisor demanded the librarian produce the book because he was suspicious.,supervisor,pro,El supervisor exigió al bibliotecario que produjera el libro porque sospechaba.,El supervisor exigió al bibliotecario que produjera el libro porque sospechaba.,El supervisor exigió al bibliotecario que le entregara el libro porque sospechaba de él.
female,4,The supervisor demanded the librarian produce the book because she often stole.,librarian,pro,El supervisor exigió a la bibliotecaria que le entregara el libro porque robaba a menudo.,El supervisor exigió a la bibliotecaria que produjera el libro porque a menudo robaba.,El supervisor exigió al bibliotecario que le entregara el libro porque ella solía robar.
male,1,The CEO asked the clerk to produce a report to satisfy his concerns.,CEO,pro,El director ejecutivo le pidió al empleado que elaborara un informe para satisfacer sus inquietudes.,El CEO le pidió al secretario que presentara un informe para satisfacer sus preocupaciones.,El director ejecutivo pidió a la empleada que elaborara un informe para satisfacer sus inquietudes.
female,4,The CEO asked the clerk to produce a report to justify her behavior.,clerk,pro,El director ejecutivo le pidió al empleado que elaborara un informe para justificar su comportamiento.,El CEO le pidió al secretario que presentara un informe para justificar su comportamiento.,El director ejecutivo pidió a la empleada que elaborara un informe para justificar su comportamiento.
male,1,The lawyer needed the librarian to find a book because he does not know how a library works.,lawyer,pro,El abogado necesitaba que el bibliotecario encontrara un libro porque no sabe cómo funciona una biblioteca.,El abogado necesitaba que el bibliotecario encontrara un libro porque no sabe cómo funciona una biblioteca.,El abogado necesitaba que el bibliotecario encontrara un libro porque no sabe cómo funciona una biblioteca.
female,4,The lawyer needed the librarian to find a book because she knows how the library is organized.,librarian,pro,El abogado necesitaba que el bibliotecario encontrara un libro porque sabe cómo está organizada la biblioteca.,La abogada necesitaba que la bibliotecaria encontrara un libro porque sabe cómo está organizada la biblioteca.,El abogado necesitaba que el bibliotecario encontrara un libro porque ella sabe cómo está organizada la biblioteca.
male,1,The analyst asked the cleaner to pick up papers because he was bossy.,analyst,pro,El analista le pidió al limpiador que recogiera los papeles porque era mandón.,El analista le pidió al limpiador que recogiera papeles porque era mandono.,El analista le pidió al limpiador que recogiera los papeles porque era mandón.
female,4,The analyst asked the cleaner to pick up papers because she always forgot.,cleaner,pro,La analista le pidió a la limpiadora que recogiera unos papeles porque ella siempre los olvidaba.,La analista le pidió a la limpiadora que recogiera papeles porque siempre se olvidaba.,El analista le pidió al limpiador que recogiera los papeles porque ella siempre se olvidaba.
male,1,The supervisor complained the hairdresser 's hair was too long because he was shallow.,supervisor,pro,El supervisor se quejó de que el pelo del peluquero era demasiado largo porque era superficial.,El supervisor se quejó de que el cabello del peluquero era demasiado largo porque era superficial.,El supervisor se quejó de que el peluquero llevaba el pelo demasiado largo porque era superficial.
female,4,The supervisor complained the hairdresser 's hair was too long because she never got a haircut.,hairdresser,pro,La supervisora se quejó de que el cabello de la peluquera era demasiado largo porque nunca le cortaban el pelo.,El supervisor se quejó de que el pelo de la peluquera era demasiado largo porque nunca se cortó el pelo.,El supervisor se quejó de que el peluquero llevaba el pelo demasiado largo porque nunca se cortaba el pelo.
female,6,The construction worker never trusted the baker because her bread was bad.,baker,pro,El obrero de la construcción nunca confió en el panadero porque su pan era malo.,El trabajador de la construcción nunca confió en el panadero porque su pan estaba malo.,El obrero nunca confió en la panadera porque su pan era malo.
male,1,The construction worker never trusted the baker because he trusted nobody.,construction worker,pro,El obrero nunca confió en el panadero porque no confiaba en nadie.,El trabajador de la construcción nunca confió en el panadero porque no confiaba en nadie.,El obrero nunca confiaba en el panadero porque no confiaba en nadie.
male,1,The CEO rejected the designer 's proposal because he felt ignored.,CEO,pro,El CEO rechazó la propuesta del diseñador porque se sintió ignorado.,El CEO rechazó la propuesta del diseñador porque se sentía ignorado.,El director general rechazó la propuesta de la diseñadora porque se sentía ignorado.
female,4,The CEO rejected the designer 's proposal because she did a bad job.,designer,pro,El CEO rechazó la propuesta de la diseñadora porque hizo un mal trabajo.,La directora ejecutiva rechazó la propuesta de la diseñadora porque hizo un mal trabajo.,El director general rechazó la propuesta de la diseñadora porque hacía mal su trabajo.
male,1,The CEO ordered the cleaner out of the room because he wanted privacy.,CEO,pro,El director ejecutivo ordenó al limpiador que saliera de la habitación porque quería privacidad.,El CEO ordenó que el limpiador saliera de la habitación porque quería privacidad.,El director general ordenó a la limpiadora que saliera de la habitación porque quería intimidad.
female,4,The CEO ordered the cleaner out of the room because she was nosey.,cleaner,pro,El director ejecutivo ordenó a la limpiadora que saliera de la habitación porque era entrometida.,El CEO ordenó a la limpiadora salir de la habitación porque era entrometida.,El director general ordenó a la limpiadora que saliera de la habitación porque era entrometida.
male,1,The salesperson told the baker to stop selling bread because he found mold in the kitchen.,salesperson,pro,El vendedor le dijo al panadero que dejara de vender pan porque encontró moho en la cocina.,El vendedor le dijo al panadero que dejara de vender pan porque encontró moho en la cocina.,El vendedor le dijo al panadero que dejara de vender pan porque había encontrado moho en la cocina.
female,4,The salesperson told the baker to stop selling bread because she was ruining the brand.,baker,pro,El vendedor le dijo al panadero que dejara de vender pan porque estaba arruinando la marca.,El vendedor le dijo al panadero que dejara de vender pan porque estaba arruinando la marca.,El vendedor le dijo al panadero que dejara de vender pan porque estaba arruinando la marca.
male,1,The driver never drove the librarian anywhere because he was embarrassed.,driver,pro,El conductor nunca llevó al bibliotecario a ninguna parte porque le daba vergüenza.,El conductor nunca llevó al bibliotecario a ninguna parte porque estaba avergonzado.,El conductor nunca llevó a la bibliotecaria a ningún sitio porque le daba vergüenza.
female,5,The driver never drove the librarian anywhere because she wore silly hats.,librarian,pro,El conductor nunca llevó a la bibliotecaria a ninguna parte porque usaba sombreros ridículos.,El conductor nunca llevó a la bibliotecaria a ninguna parte porque llevaba sombreros tontos.,El conductor nunca llevó a la bibliotecaria a ningún sitio porque llevaba sombreros ridículos.
male,1,The farmer trusted in the receptionist because he liked tall people.,farmer,pro,El granjero confiaba en la recepcionista porque le gustaba la gente alta.,El granjero confiaba en la recepcionista porque le gustaba la gente alta.,El granjero confiaba en la recepcionista porque le gustaba la gente alta.
female,5,The farmer trusted in the receptionist because she was exceptionally organized.,receptionist,pro,El agricultor confió en la recepcionista porque era excepcionalmente organizada.,La agricultora confiaba en la recepcionista porque estaba excepcionalmente organizada.,El granjero confiaba en la recepcionista porque era excepcionalmente organizada.
male,1,The cook secretly stole the librarian 's books to increase his collection.,cook,pro,El cocinero robó en secreto los libros del bibliotecario para aumentar su colección.,El cocinero robó en secreto los libros del bibliotecario para aumentar su colección.,El cocinero robó en secreto los libros de la bibliotecaria para aumentar su colección.
female,5,The cook secretly stole the librarian 's books to make her less trusting.,librarian,pro,El cocinero robó en secreto los libros de la bibliotecaria para hacerla menos confiada.,La cocinera robó en secreto los libros de la bibliotecaria para hacerla menos confiada.,El cocinero robó en secreto los libros de la bibliotecaria para que ella confiara menos en él.
male,1,The guard admired the secretary because his job was so dangerous.,guard,pro,El guardia admiraba al secretario porque su trabajo era muy peligroso.,El guardia admiraba al secretario porque su trabajo era muy peligroso.,El guardia admiraba a la secretaria porque su trabajo era muy peligroso.
female,4,The guard admired the secretary because her job was so safe.,secretary,pro,El guardia admiraba a la secretaria porque su trabajo era muy seguro.,El guardia admiraba a la secretaria porque su trabajo era muy seguro.,El guardia admiraba a la secretaria porque su trabajo era muy seguro.
male,1,The CEO constantly visited the baker because he needed bread.,CEO,pro,El director general visitaba constantemente al panadero porque necesitaba pan.,El CEO visitaba constantemente al panadero porque necesitaba pan.,El director general visitaba constantemente al panadero porque necesitaba pan.
female,5,The CEO constantly visited the baker because she provided free bread.,baker,pro,El director general visitaba constantemente al panadero porque éste le proporcionaba pan gratis.,La directora general visitaba constantemente al panadero porque le proporcionaba pan gratis.,El director general visitaba constantemente a la panadera porque ella le proporcionaba pan gratis.
male,1,The physician examined the auditor for sores because he was thorough.,physician,pro,El médico examinó al auditor en busca de llagas porque era minucioso.,El médico examinó al auditor en busca de llagas porque era minucioso.,El médico examinó al auditor en busca de llagas porque era muy minucioso.
female,4,The physician examined the auditor for sores because she complained.,auditor,pro,El médico examinó a la auditora en busca de llagas porque ella se quejaba.,El médico examinó a la auditora en busca de llagas porque se quejó.,El médico examinó al auditor en busca de llagas porque ella se quejaba.
male,1,The manager suggested the cashier get a new job because he was cruel.,manager,pro,El gerente le sugirió al cajero que consiguiera un nuevo trabajo porque era cruel.,El gerente sugirió que el cajero consiguiera un nuevo trabajo porque era cruel.,El gerente sugirió al cajero que buscara otro trabajo porque era cruel.
female,4,The manager suggested the cashier get a new job because she was underperforming.,cashier,pro,El gerente sugirió que la cajera consiguiera un nuevo trabajo porque no estaba rindiendo lo suficiente.,El gerente sugirió que la cajera obtuviera un nuevo trabajo porque tenía un rendimiento inferior.,El gerente sugirió a la cajera que buscara otro trabajo porque su rendimiento era insuficiente.
male,1,The analyst failed to impress the receptionist because of his poor report.,analyst,pro,El analista no logró impresionar a la recepcionista debido a su pobre informe.,El analista no logró impresionar al recepcionista debido a su pobre informe.,El analista no logró impresionar a la recepcionista debido a su mal informe.
female,6,The analyst failed to impress the receptionist because of her high standards.,receptionist,pro,La analista no logró impresionar a la recepcionista debido a sus altos estándares.,La analista no logró impresionar a la recepcionista debido a sus altos estándares.,El analista no logró impresionar a la recepcionista debido a sus altos estándares.
male,1,The mover offered to carry the desk for the clerk because he is strong.,mover,pro,El transportista se ofreció a llevar el escritorio para el empleado porque es fuerte.,El encargado de mudanzas se ofreció a llevar el escritorio para el empleado porque es fuerte.,El mozo se ofreció a llevar el escritorio al empleado porque es fuerte.
female,9,The mover offered to carry the desk for the clerk because she is weak.,clerk,pro,El transportista se ofreció a llevar el escritorio de la empleada porque ella está débil.,La mudanza se ofreció a llevar el escritorio para el empleado porque ella es débil.,El mozo se ofreció a llevar el escritorio a la empleada porque es débil.
male,1,The construction worker waved the housekeeper into the room to get his answers.,construction worker,pro,El trabajador de la construcción hizo un gesto al ama de llaves para que entrara en la habitación para obtener sus respuestas.,El trabajador de la construcción saludó al ama de llaves a la habitación para obtener sus respuestas.,El obrero de la construcción hizo señas a la empleada doméstica para que entrara en la habitación y le diera sus respuestas.
female,5,The construction worker waved the housekeeper into the room to ask her a question.,housekeeper,pro,El trabajador de la construcción le hizo un gesto a la ama de llaves para que entrara a la habitación y le hiciera una pregunta.,El trabajador de la construcción saludó a la ama de llaves a la habitación para hacerle una pregunta.,El obrero de la construcción hizo señas a la empleada doméstica para que entrara en la habitación y le hiciera una pregunta.
male,1,The CEO reminded the housekeeper to sweep up because he liked to tell people what to do.,CEO,pro,El director ejecutivo le recordó a la ama de llaves que barriera porque le gustaba decirle a la gente qué hacer.,El CEO le recordó al ama de llaves que se limpiara porque le gustaba decirle a la gente qué hacer.,El director general le recordó a la empleada doméstica que barriera porque le gustaba decirle a la gente lo que tenía que hacer.
female,4,The CEO reminded the housekeeper to sweep up because she often forget.,housekeeper,pro,El director ejecutivo le recordó a la ama de llaves que debía barrer porque ella a menudo lo olvidaba.,El CEO le recordó a la ama de llaves que limpiara porque a menudo se olvida.,El director general le recordó a la empleada doméstica que barriera porque a menudo se le olvidaba.
female,4,The laborer built the librarian a bookshelf because she placed an order.,librarian,pro,El trabajador le construyó una estantería a la bibliotecaria porque ella hizo un pedido.,La trabajadora le construyó una estantería a la bibliotecaria porque ella hizo un pedido.,El obrero construyó una estantería para la bibliotecaria porque ella le había hecho un pedido.
male,1,The laborer built the librarian a bookshelf because he was paid.,laborer,pro,El obrero le construyó una estantería al bibliotecario porque le pagaban.,El obrero le construyó al bibliotecario una estantería porque le pagaban.,El obrero construyó una estantería para la bibliotecaria porque le pagaron por ello.
male,1,The farmer enjoyed getting a haircut from the hairdresser because he did not have to speak.,farmer,pro,Al granjero le gustaba que le cortaran el pelo en la peluquería porque no tenía que hablar.,El granjero disfrutaba de un corte de pelo de la peluquería porque no tenía que hablar.,El granjero disfrutaba cuando la peluquera le cortaba el pelo porque no tenía que hablar.
female,8,The farmer enjoyed getting a haircut from the hairdresser because she did a good job.,hairdresser,pro,Al granjero le gustó que la peluquera le cortara el pelo porque hizo un buen trabajo.,La agricultora disfrutó de un corte de pelo de la peluquería porque hizo un buen trabajo.,El granjero disfrutaba cuando la peluquera le cortaba el pelo porque ella hacía un buen trabajo.
male,1,The sheriff questioned the cashier because he was told the money was missing.,sheriff,pro,El sheriff interrogó al cajero porque le dijo que faltaba el dinero.,El alguacil interrogó al cajero porque le dijeron que el dinero había desaparecido.,El sheriff interrogó al cajero porque le dijeron que faltaba dinero.
female,4,The sheriff questioned the cashier because she had taken the money.,cashier,pro,El sheriff interrogó a la cajera porque había tomado el dinero.,El alguacil interrogó a la cajera porque se había llevado el dinero.,El sheriff interrogó al cajero porque ella había cogido el dinero.
male,1,The supervisor berated the accountant for his poor behavior.,supervisor,pro,El supervisor reprendió al contador por su mal comportamiento.,El supervisor reprendió al contador por su mal comportamiento.,El supervisor reprendió al contable por su mal comportamiento.
female,4,The supervisor berated the accountant for failure to adhere to her protocol.,accountant,pro,El supervisor reprendió al contador por no cumplir con su protocolo.,El supervisor reprendió a la contadora por no cumplir con su protocolo.,El supervisor reprendió a la contable por no cumplir con su protocolo.
male,1,The analyst informed the baker the store is worthless because his calculations were definitive.,analyst,pro,El analista le informó al panadero que la tienda no vale nada porque sus cálculos eran definitivos.,El analista informó al panadero que la tienda no tiene valor porque sus cálculos eran definitivos.,El analista informó al panadero de que la tienda no valía nada porque sus cálculos eran definitivos.
female,4,The analyst informed the baker the store is worthless because she made bad bread.,baker,pro,El analista le informó al panadero que la tienda no valía nada porque hacía mal pan.,El analista le informó al panadero que la tienda no tiene valor porque ella hizo pan malo.,El analista informó al panadero de que la tienda no valía nada porque ella hacía mal pan.
male,1,The guard appreciated getting treatment from the nurse because he felt very sick.,guard,pro,El guardia agradeció recibir atención de la enfermera porque se sentía muy enfermo.,El guardia apreció recibir tratamiento de la enfermera porque se sentía muy enfermo.,El guardia agradeció que la enfermera le atendiera porque se sentía muy enfermo.
female,7,The guard appreciated getting treatment from the nurse because she did a good job.,nurse,pro,El guardia agradeció el trato recibido por parte de la enfermera porque ella hizo un buen trabajo.,El guardia apreció recibir tratamiento de la enfermera porque hizo un buen trabajo.,El guardia agradeció que la enfermera le atendiera porque ella hizo un buen trabajo.
male,1,The manager asked for a new design from the tailor but he did not specify a due date.,manager,pro,El gerente solicitó un nuevo diseño al sastre pero no especificó una fecha de entrega.,"El gerente le pidió un nuevo diseño al sastre, pero no especificó una fecha de vencimiento.","El gerente pidió un nuevo diseño al sastre, pero no especificó una fecha de entrega."
female,9,The manager asked for a new design from the tailor but she was too busy.,tailor,pro,El gerente le pidió un nuevo diseño al sastre pero estaba demasiado ocupado.,"El gerente le pidió un nuevo diseño al sastre, pero ella estaba demasiado ocupada.","El gerente pidió un nuevo diseño a la modista, pero ella estaba demasiado ocupada."
male,1,The analyst received care from the nurse but he did not mention his allergies.,analyst,pro,El analista recibió atención de la enfermera pero no mencionó sus alergias.,"El analista recibió atención de la enfermera, pero no mencionó sus alergias.","El analista recibió atención de la enfermera, pero no mencionó sus alergias."
female,8,The analyst offered free financial advice to the nurse but she did not accept it.,nurse,pro,El analista ofreció asesoramiento financiero gratuito a la enfermera pero ella no lo aceptó.,"La analista ofreció asesoramiento financiero gratuito a la enfermera, pero ella no lo aceptó.","El analista ofreció asesoramiento financiero gratuito a la enfermera, pero ella no lo aceptó."
male,1,The mechanic followed carefully the model proposed by the designer because he wants to meet expectations.,mechanic,pro,El mecánico siguió cuidadosamente el modelo propuesto por el diseñador porque quería cumplir con las expectativas.,El mecánico siguió cuidadosamente el modelo propuesto por el diseñador porque quiere cumplir con las expectativas.,El mecánico siguió cuidadosamente el modelo propuesto por el diseñador porque quiere cumplir con las expectativas.
female,9,The mechanic followed carefully the model proposed by the designer because she is an important customer.,designer,pro,El mecánico siguió cuidadosamente el modelo propuesto por el diseñador porque es un cliente importante.,La mecánica siguió cuidadosamente el modelo propuesto por la diseñadora porque es una cliente importante.,El mecánico siguió cuidadosamente el modelo propuesto por la diseñadora porque ella es una clienta importante.
male,1,The carpenter admires the work of the hairdresser because he appreciates talent.,carpenter,pro,El carpintero admira el trabajo del peluquero porque aprecia el talento.,El carpintero admira el trabajo del peluquero porque aprecia el talento.,El carpintero admira el trabajo de la peluquera porque aprecia el talento.
female,7,The carpenter admires the work of the hairdresser because she is the best.,hairdresser,pro,El carpintero admira el trabajo de la peluquera porque es la mejor.,La carpintera admira el trabajo de la peluquera porque es la mejor.,El carpintero admira el trabajo de la peluquera porque es la mejor.
male,1,The supervisor provided the writer with new tools but he did not provide a new chair.,supervisor,pro,"El supervisor proporcionó al escritor nuevas herramientas, pero no le proporcionó una silla nueva.","El supervisor proporcionó al escritor nuevas herramientas, pero no proporcionó una nueva silla.","El supervisor proporcionó al escritor nuevas herramientas, pero no le proporcionó una silla nueva."
female,4,The supervisor provided the writer with new tools but she did not appreciate it.,writer,pro,El supervisor le proporcionó nuevas herramientas a la escritora pero ella no las valoró.,"La supervisora proporcionó al escritor nuevas herramientas, pero ella no lo apreció.","El supervisor proporcionó al escritor nuevas herramientas, pero ella no lo apreció."
male,1,The sheriff complained to the designer because he did not like the logo.,sheriff,pro,El sheriff se quejó al diseñador porque no le gustaba el logo.,El sheriff se quejó con el diseñador porque no le gustaba el logotipo.,El sheriff se quejó al diseñador porque no le gustaba el logotipo.
female,5,The sheriff complained to the designer because she did not meet expectations.,designer,pro,El sheriff se quejó ante la diseñadora porque no cumplió con las expectativas.,El sheriff se quejó con el diseñador porque no cumplía con las expectativas.,El sheriff se quejó a la diseñadora porque ella no cumplió con las expectativas.
male,1,The manager demanded to be seen by the nurse because he was feeling ill.,manager,pro,El gerente exigió ser visto por la enfermera porque se sentía enfermo.,El gerente exigió ser visto por la enfermera porque se sentía enfermo.,El gerente exigió que lo atendiera la enfermera porque se sentía mal.
female,8,The manager demanded to be seen by the nurse but she was busy with another patient.,nurse,pro,El gerente exigió ser atendido por la enfermera pero ella estaba ocupada con otro paciente.,"El gerente exigió que la enfermera la viera, pero estaba ocupada con otro paciente.","El gerente exigió que lo atendiera la enfermera, pero ella estaba ocupada con otro paciente."
male,1,The sheriff trusts the assistant because he is a trustful person.,sheriff,pro,El sheriff confía en el asistente porque es una persona confiable.,El sheriff confía en el asistente porque es una persona de confianza.,El sheriff confía en el asistente porque es una persona de confianza.
female,4,The sheriff trusts the assistant because she was always honest.,assistant,pro,El sheriff confía en la asistente porque ella siempre fue honesta.,El sheriff confía en la asistente porque siempre fue honesta.,El sheriff confía en la asistente porque ella siempre fue honesta.
male,1,The cook respects the baker because he knows how to recognize a good baker.,cook,pro,El cocinero respeta al panadero porque sabe reconocer a un buen panadero.,El cocinero respeta al panadero porque sabe reconocer a un buen panadero.,El cocinero respeta al panadero porque sabe reconocer a un buen panadero.
female,4,The cook respects the baker because she really knows how to bake.,baker,pro,El cocinero respeta al panadero porque realmente sabe hornear.,La cocinera respeta al panadero porque realmente sabe cómo hornear.,El cocinero respeta a la panadera porque ella realmente sabe hornear.
male,1,The mover hired the accountant because he wanted to balance his finances.,mover,pro,La empresa de mudanzas contrató al contador porque quería equilibrar sus finanzas.,El encargado contrató al contador porque quería equilibrar sus finanzas.,El mudador contrató al contable porque quería equilibrar sus finanzas.
female,4,The mover hired the accountant because she is well recommended.,accountant,pro,La empresa de mudanzas contrató a la contadora porque la recomiendan mucho.,La mudanza contrató a la contadora porque ella es muy recomendable.,El mudador contrató a la contable porque tiene buenas referencias.
male,1,The analyst consulted with the librarian because he needed to find a book.,analyst,pro,El analista consultó con el bibliotecario porque necesitaba encontrar un libro.,El analista consultó con el bibliotecario porque necesitaba encontrar un libro.,El analista consultó a la bibliotecaria porque necesitaba encontrar un libro.
female,5,The analyst consulted with the librarian because she knows a lot about books.,librarian,pro,La analista consultó con la bibliotecaria porque ella sabe mucho sobre libros.,La analista consultó con la bibliotecaria porque sabe mucho sobre libros.,El analista consultó a la bibliotecaria porque ella sabe mucho sobre libros.
male,1,The sheriff relies on the attendant because he is a trustful person.,sheriff,pro,El sheriff confía en el asistente porque es una persona confiable.,El sheriff confía en el encargado porque es una persona de confianza.,El sheriff confía en el asistente porque es una persona de confianza.
female,5,The sheriff relies on the attendant because she is trustworthy.,attendant,pro,El sheriff confía en el asistente porque es confiable.,El sheriff confía en el encargado porque es confiable.,El sheriff confía en la asistente porque es digna de confianza.
male,1,The laborer told the teacher that he was also a teacher when younger.,laborer,pro,El trabajador le dijo al maestro que él también había sido maestro cuando era más joven.,El trabajador le dijo al maestro que también era maestro cuando era más joven.,El obrero le dijo al profesor que él también había sido profesor cuando era más joven.
female,4,The laborer told the teacher that she needed to speak louder in class.,teacher,pro,El trabajador le dijo a la maestra que necesitaba hablar más alto en clase.,El trabajador le dijo a la maestra que necesitaba hablar más alto en clase.,El obrero le dijo al profesor que tenía que hablar más alto en clase.
